,aid,sid,pred,ga_surface_r,ni_surface_r,wo_surface_r,ga_type_r,ni_type_r,wo_type_r,keyaki_sbj,keyaki_ob1,keyaki_ob2,takeno1_sbj,takeno1_ob1,takeno1_ob2,takeno2_sbj,takeno2_ob1,takeno2_ob2,ga_surface_s,wo_surface_s,ni_surface_s,ga_type_s,wo_type_s,ni_type_s
612,950101032,17,長い,ヤツ,,,INTRA_Z,NONE,NONE,,,,,,,,,,形,,,INTRA_Z,,
613,950101032,17,ヤツ,形,,,DIRECT,NONE,NONE,,,,,,,,,,形,,,DIRECT,,
614,950101032,18,つくの,男,,モチつき,INTRA_Z,NONE,INTER_Z,,,,,,,,,,,,,,,
615,950101032,18,仕事,つく,,,DIRECT,NONE,NONE,,,,,,,,,,の,,,DIRECT,,
616,950101032,19,早くなる,回り,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
617,950101032,20,明ける,夜,,,DIRECT,NONE,NONE,夜,,,,,,,,白々,,,,,,
618,950101032,20,酔いつぶれ,青年,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
619,950101032,20,運ぶ,妹,家,青年,DIRECT,DIRECT,DIRECT,妹,青年,家,妹,青年,家,妹,青年,家,妹,,家,DIRECT,,DIRECT
620,950101032,21,上げ,猛者,,気勢,INTRA_Z,NONE,INTRA_Z,*PRO*,気勢,,*PRO*,気勢,,*PRO*,気勢,,猛者,,,INTRA_Z,,
621,950101032,21,飲み,猛者,,酒,INTRA_Z,NONE,INTER_Z,*T*,,,*T*,,,*T*,,,,,,,,
622,950101032,21,いる,猛者,,,DIRECT,NONE,NONE,猛者,,,,,,,,,猛者,,,DIRECT,,
623,950101032,22,暮らす,村,,,INTRA_Z,NONE,NONE,*T*,,国境貿易,*T*,,国境貿易,*T*,,国境貿易,,,,,,
624,950101032,22,小さ,村,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
625,950101032,22,村,暮らす,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
626,950101032,23,若い衆,衆,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
627,950101032,23,戻り,若い,,,INTRA_Z,NONE,NONE,若い衆,,,*PRO*,,,*PRO*,,,若い衆,,,DIRECT,,
628,950101032,23,始まる,新年,,,DIRECT,NONE,NONE,新年,,酒酒酒,新年,,酒酒酒,新年,,酒酒酒,,,,,,
629,950101033,1,選ぶ,読者,,人,DIRECT,NONE,INTRA_Z,読者,*T*,,読者,*T*,,読者,,,読者,,,DIRECT,,
630,950101033,1,発表,英字紙ストレーツ・タイムズ,,人,INTRA_Z,NONE,DIRECT,英字紙ストレーツ・タイムズ,人,,英字紙ストレーツ・タイムズ,人,,,,,ストレーツ・タイムズ,,,DIRECT,,
631,950101033,2,いたずらし,米国人少年マイケル・フェイ君,車,,INTRA_Z,INTRA_Z,NONE,,,車,,,車,*PRO*,,車,,,,,,
632,950101033,2,受け,米国人少年マイケル・フェイ君,,ムチ打ち刑,INTRA_Z,NONE,INTRA_Z,*T*,ムチ打ち刑,,*T*,ムチ打ち刑,,*T*,ムチ打ち刑,,車,,,INTRA_Z,,
633,950101033,2,並み居る,人,,,INTRA_Z,NONE,NONE,*T*,,,*pro*,,,*PRO*,,,,,,,,
634,950101033,2,抑え,米国人少年マイケル・フェイ君,,人,INTRA_Z,NONE,INTRA_Z,*PRO*,人,,*PRO*,人,,*PRO*,人,,君,,,INTRA_Z,,
635,950101033,2,なっ,米国人少年マイケル・フェイ君,トップ,,INTRA_Z,INTRA_Z,NONE,米国人少年マイケル・フェイ君,,トップ,米国人少年マイケル・フェイ君,,トップ,米国人少年マイケル・フェイ君,,トップ,君,,トップ,DIRECT,,DIRECT
636,950101033,3,発表さ,英字紙ストレーツ・タイムズ,,十人,INTER_Z,NONE,INTRA_Z,,*T*,,,*T*,,*T*,,,,,,,,
637,950101033,3,投票する,読者,,十人,DIRECT,NONE,INTRA_Z,読者,人,電話,読者,人,電話,読者,,電話,読者,,,DIRECT,,
638,950101033,3,投票,合計一万九千七百七十人,,,INTRA_Z,NONE,NONE,人,,,人,,,人,,もの,人,,,DIRECT,,
639,950101033,3,獲得し,米国人少年マイケル・フェイ君,,八〇％以上,INTER_Z,NONE,INTRA_Z,*PRO*,％以上,,*PRO*,％以上,,*PRO*,％以上,,人,,,INTRA_Z,,
640,950101033,3,輝い,米国人少年マイケル・フェイ君,一位,,INTER_Z,INTRA_Z,NONE,*pro*,,位,*pro*,,位,*pro*,人,位,,,位,,,DIRECT
641,950101034,1,担当する,ポレワノフ副首相兼国家資産管理委員会議長,,民営化政策,INTRA_Z,NONE,DIRECT,*T*,民営化政策,,*T*,民営化政策,,*PRO*,民営化政策,,,,,,,
642,950101034,1,打ち出し,ポレワノフ副首相兼国家資産管理委員会議長,,基本姿勢,DIRECT,NONE,DIRECT,国家資産管理委員会議長,基本姿勢,,国家資産管理委員会議長,基本姿勢,,ポレワノフ副首相兼国家資産管理委員会議長,基本姿勢,,議長,,,DIRECT,,
643,950101034,2,急進的,民営化政策,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
644,950101034,2,修正する,ポレワノフ副首相兼国家資産管理委員会議長,,民営化政策,INTER_Z,NONE,DIRECT,*T*,民営化政策,,*T*,民営化政策,,*PRO*,民営化政策,,,,,,,
645,950101034,2,もの,基本姿勢,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
646,950101034,2,占う,exog,,経済,INTER_Z,NONE,DIRECT,*pro*,経済運営,,*pro*,経済運営,,*T*,経済運営,,,,,,,
647,950101034,2,注目さ,exog,,基本姿勢,INTER_Z,NONE,INTER_Z,,*pro*,,,,,,,,,,,,,
648,950101034,3,変更し,政府,,経済路線,INTRA_Z,NONE,DIRECT,*PRO*,経済路線,,*PRO*,経済路線,,*pro*,経済路線,,首相,,,INTRA_Z,,
649,950101034,3,強化する,国家,,指導,INTRA_Z,NONE,DIRECT,*pro*,指導,,*pro*,指導,,*pro*,指導,,首相,,,INTRA_Z,,
650,950101034,3,必要,こと,,,DIRECT,NONE,NONE,こと,,,こと,,,こと,,,首相,,,INTRA_Z,,
651,950101034,3,強調する,ポレワノフ副首相,,,INTRA_Z,NONE,NONE,*PRO*,,,*PRO*,,,ポレワノフ副首相,,,,,,,,
652,950101034,3,誤っ,国家,,,INTRA_Z,NONE,NONE,*PRO*,,,*PRO*,,,*PRO*,,,,,,,,
653,950101034,3,民営化さ,国家,,企業,INTRA_Z,NONE,INTRA_Z,,*T*,,,*T*,,*T*,,,,,,,,
654,950101034,3,再国営化さ,国家,,企業,INTRA_Z,NONE,INTRA_Z,*PRO*,,,*PRO*,,,*PRO*,企業,,,,,,,
655,950101034,3,目指す,ポレワノフ副首相,,採択,INTRA_Z,NONE,DIRECT,*pro*,採択,,*pro*,採択,,*pro*,採択,,首相,,,INTRA_Z,,
656,950101034,3,語っ,ポレワノフ副首相,,,INTRA_Z,NONE,NONE,ポレワノフ副首相,,,ポレワノフ副首相,,,*pro*,,,首相,,,DIRECT,,
657,950101034,4,戻す,国家,国営,企業,INTER_Z,DIRECT,INTER_Z,*pro*,*T*,国営,*T*,,国営,*T*,,国営,首相,,国営,INTRA_Z,,DIRECT
658,950101034,4,挙げ,同副首相,,アルミニウム、エネルギー、軍需産業,INTRA_Z,NONE,INTRA_Z,同副首相,軍需産業,,*PRO*,軍需産業,,*PRO*,軍需産業,,首相,,,DIRECT,,
659,950101034,4,取得し,外国企業,,株式,INTRA_Z,NONE,DIRECT,*PRO*,株式,,*PRO*,株式,,*PRO*,株式,,企業,,,DIRECT,,
660,950101034,4,したこと,外国企業,可能,代表,INTRA_Z,INTRA_Z,INTRA_Z,,,,,,,,,,,,,,,
661,950101034,4,与える,し,安全,脅威,INTRA_Z,DIRECT,DIRECT,こと,脅威,安全保障,*pro*,脅威,安全保障,*pro*,脅威,安全保障,首相,,保障,INTRA_Z,,DIRECT
662,950101034,4,述べ,同副首相,,,INTRA_Z,NONE,NONE,*pro*,,,*pro*,,,*pro*,,,首相,,,INTRA_Z,,
663,950101034,5,爆弾,exog,足下,,INTER_Z,DIRECT,NONE,,,,,,,,,,,,,,,
664,950101034,5,ある,基本姿勢,非民営化,,DIRECT,INTRA_Z,NONE,基本姿勢,,非民営化,基本姿勢,,非民営化,基本姿勢,,非民営化,紙,,化,INTRA_Z,,DIRECT
665,950101034,5,伝え,イズベスチヤ紙,,,INTRA_Z,NONE,NONE,イズベスチヤ紙,,見出し,,,見出し,,,見出し,紙,,,DIRECT,,
666,950101034,6,動き,民営化,,,INTRA_Z,NONE,NONE,,,,,,,,,,化,,,DIRECT,,
667,950101034,6,持ち,昼,,夜,DIRECT,NONE,DIRECT,昼,夜,,*PRO*,夜,,*PRO*,夜,,,,,,,
668,950101034,6,ある,死,生,,INTRA_Z,INTRA_Z,NONE,死,,,死,,,死,,,化,,化,DIRECT,,DIRECT
669,950101034,6,ある,国営化,民営化,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
670,950101034,6,述べ,同氏,,,INTRA_Z,NONE,NONE,*PRO*,,,*PRO*,,,同氏,,,,,,,,
671,950101034,6,行き過ぎ,民営化,,,INTRA_Z,NONE,NONE,民営化,,,民営化,,,,,,化,,,DIRECT,,
672,950101034,6,し,同氏,明らか,認識,DIRECT,INTRA_Z,DIRECT,同氏,認識,中,同氏,認識,中,*pro*,認識,,,,,,,
673,950101034,7,始まっ,民営化政策,,,INTRA_Z,NONE,NONE,民営化政策,,指導,民営化政策,,指導,民営化政策,,指導,政策,,,DIRECT,,
674,950101034,8,使っ,ロシア,,民営化証券,INTER_Z,NONE,INTRA_Z,*PRO*,民営化証券,,*PRO*,民営化証券,,*PRO*,民営化証券,,段階,,,INTRA_Z,,
675,950101034,8,取得する,ロシア,,株式,INTER_Z,NONE,DIRECT,*pro*,株式,,*pro*,株式,,*pro*,株式,,,,,,,
676,950101034,8,終了し,第一段階,,,INTRA_Z,NONE,NONE,段階,,月,段階,,月,段階,,月,段階,,,DIRECT,,
677,950101034,8,購入,exog,,株,INTER_Z,NONE,DIRECT,*pro*,株,現金,*T*,株,現金,*PRO*,株,現金,,,,,,
678,950101034,8,入っ,民営化政策,第二段階,,INTER_Z,INTRA_Z,NONE,現在,,段階,現在,,段階,*pro*,,段階,,,段階,,,DIRECT
679,950101034,9,民営化さ,ロシア,,七五％,INTER_Z,NONE,INTRA_Z,,％,月段階,,％,月段階,*T*,,,,,,,,
680,950101034,9,進ん,民営化,,,INTRA_Z,NONE,NONE,民営化,,,,,,,,月段階,化,,,DIRECT,,
681,950101034,10,売却さ,ロシア,民間,資産,INTER_Z,DIRECT,DIRECT,,資産,民間,,資産,民間,資産,,民間,資産,,民間,DIRECT,,DIRECT
682,950101034,11,示し,チュバイス氏,民営化見直し政策,反発,INTRA_Z,INTRA_Z,INTRA_Z,チュバイス氏,反発,民営化見直し政策,チュバイス氏,反発,民営化見直し政策,チュバイス氏,反発,民営化見直し政策,氏,,政策,DIRECT,,DIRECT
683,950101034,11,集め,ポレワノフ氏,,支持,INTRA_Z,NONE,INTRA_Z,ポレワノフ氏,支持,,ポレワノフ氏,支持,,ポレワノフ氏,支持,,氏,,,INTRA_Z,,
684,950101037,1,激しい,市街戦,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
685,950101037,1,発生し,市街戦,,,DIRECT,NONE,NONE,市街戦,,首都モガディシオ,市街戦,,首都モガディシオ,市街戦,,首都モガディシオ,戦,,,DIRECT,,
686,950101037,2,決め,第二次,,撤退,INTRA_Z,NONE,INTRA_Z,次国連ソマリア活動,撤退,,次国連ソマリア活動,撤退,,活動,撤退,,活動,,,DIRECT,,
687,950101037,2,向け,市街戦,国連,,INTER_Z,INTRA_Z,NONE,*T*,,国連撤退後,*T*,,国連撤退後,*T*,,国連撤退後,活動,,,INTRA_Z,,
688,950101037,2,本格的,内戦,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
689,950101037,2,懸念さ,exog,,内戦,INTER_Z,NONE,DIRECT,,内戦再突入,,,内戦再突入,,内戦再突入,,,突入,,,DIRECT,,
690,950101037,3,響き,爆発音,,,DIRECT,NONE,NONE,爆発音,,,爆発音,,,爆発音,ベルムダ地区,中心,音,,,DIRECT,,
691,950101037,3,占拠,武装兵士,,通り,DIRECT,NONE,DIRECT,武装兵士,通り,中心,武装兵士,通り,中心,,,,兵士,,,DIRECT,,
692,950101037,4,ムルサデ氏族とアブガル氏族,当事者,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
693,950101037,4,ある,対立,背景,,DIRECT,DIRECT,NONE,対立,,,対立,,,対立,,,対立,,背景,DIRECT,,DIRECT
694,950101038,1,ある,意図,海軍,,INTRA_Z,DIRECT,NONE,意図,,海軍基地建設,意図,,海軍基地建設,*PRO*,,海軍基地建設,意図,,建設,DIRECT,,DIRECT
695,950101038,1,分析し,exog,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,意図,,海軍基地建設,,,,,,
696,950101039,1,会談,シアヌーク国王,,,DIRECT,NONE,NONE,シアヌーク国王,,江沢民国家主席,シアヌーク国王,,江沢民国家主席,,,,国王,,主席,DIRECT,,DIRECT
697,950101039,2,帰国する,シアヌーク国王,,,INTER_Z,NONE,NONE,*pro*,,,*PRO*,,,*pro*,,,,,カンボジア,,,DIRECT
698,950101039,2,伝え,シアヌーク国王,江沢民国家主席,予定,INTER_Z,INTER_Z,INTRA_Z,*pro*,予定,,*pro*,予定,,*pro*,予定,,,,,,,
699,950101040,1,北京発,韓国夕刊紙・中央日報,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
700,950101040,1,行っ,中国,,供給,INTRA_Z,NONE,INTRA_Z,*pro*,*T*,,,*T*,,,*T*,,中国,,,DIRECT,,
701,950101040,1,打ち切っ,中国,,供給,INTRA_Z,NONE,INTRA_Z,中国,供給,月,中国,供給,月,*pro*,供給,月,中央日報,,,INTRA_Z,,
702,950101040,1,伝え,韓国夕刊紙・中央日報,,,INTRA_Z,NONE,NONE,中央日報,,,中央日報,,,中国,,北京発,中央日報,,,DIRECT,,
703,950101041,1,噴い,政治危機,,火,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,首相,,,INTRA_Z,,
704,950101041,1,確実,年越し,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
705,950101041,1,抗議辞任し,ディピエトロ検事を首相にする会,政治圧力,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
706,950101041,1,発足し,会,,,DIRECT,NONE,NONE,,,,,,,,,,会,,,DIRECT,,
707,950101041,2,煮やし,市民たち,政治,業,INTRA_Z,DIRECT,DIRECT,,,,,,,,,,,,混乱,,,DIRECT
708,950101041,2,作っ,市民たち,,もの,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,たち,,,DIRECT,,
709,950101041,2,もの,会,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
710,950101041,2,流れる,ニュース,テレビ,,DIRECT,DIRECT,NONE,,,,,,,,,,ニュース,,テレビ,DIRECT,,DIRECT
711,950101041,2,殺到する,電話,,,DIRECT,NONE,NONE,,,,,,,,,,電話,,,DIRECT,,
712,950101041,2,示し,殺到する,,高さ,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
713,950101041,3,イタリア,会,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
714,950101041,3,住む,ジャンフランコ・マシャ事務局長,ラベンナ,,INTRA_Z,DIRECT,NONE,,,,,,,,,,局長,,ラベンナ,INTRA_Z,,DIRECT
715,950101041,3,市民,ジャンフランコ・マシャ事務局長,,,INTRA_Z,NONE,NONE,,,,,,,,,,局長,,,DIRECT,,
716,950101041,4,自覚し,人物,,責任,INTRA_Z,NONE,DIRECT,,,,,,,,,,ディピエトロ,,,INTRA_Z,,
717,950101041,4,果たそ,人物,,義務,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
718,950101041,4,い,人物,政治家,,INTRA_Z,DIRECT,NONE,,,,,,,,,,ディピエトロ,,家,INTRA_Z,,DIRECT
719,950101041,4,課せ,ディピエトロ,自ら,義務,INTRA_Z,DIRECT,INTRA_Z,,,,,,,,,,ディピエトロ,,,INTRA_Z,,
720,950101041,4,果たし,ディピエトロ,,義務,DIRECT,NONE,DIRECT,,,,,,,,,,ディピエトロ,,,INTRA_Z,,
721,950101041,4,珍しい,人間,,,INTRA_Z,NONE,NONE,,,,,,,,,,ディピエトロ,,,INTRA_Z,,
722,950101041,4,人間,ディピエトロ,,,INTRA_Z,NONE,NONE,,,,,,,,,,ディピエトロ,,,DIRECT,,
723,950101041,4,必要,人物,指導者,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,ディピエトロ,,者,INTRA_Z,,DIRECT
724,950101041,4,思っ,ジャンフランコ・マシャ事務局長,,,INTER_Z,NONE,NONE,,,,,,,,,,ディピエトロ,,,INTRA_Z,,
725,950101041,4,力説する,ジャンフランコ・マシャ事務局長,,意義,INTER_Z,NONE,DIRECT,,,,,,,,,,,,,,,
726,950101044,1,会い,その家族,,,INTRA_Z,NONE,NONE,*PRO*,,カストロ国家評議会議長,*PRO*,,カストロ国家評議会議長,家族,,カストロ国家評議会議長,,,,,,
727,950101044,1,記念撮影,その家族,,,INTRA_Z,NONE,NONE,家族,,,家族,,,,,,,,,,,
728,950101044,2,仲,マラドーナ選手,,,DIRECT,NONE,NONE,,,,,,,,,,選手,,,DIRECT,,
729,950101044,3,楽しむ,その家族,,休暇,INTER_Z,NONE,DIRECT,*pro*,休暇,同国,*pro*,休暇,同国,*pro*,休暇,同国,,,,,,
730,950101046,1,拡大し,衝突,,,INTRA_Z,NONE,NONE,,,,,,,,,,衝突,,,DIRECT,,
731,950101046,2,負傷し,十八人,,,INTRA_Z,NONE,NONE,,,,,,,,,,人,,,DIRECT,,
732,950101046,2,深まる,対立,,,DIRECT,NONE,NONE,,,,,,,,,,対立,,,DIRECT,,
733,950101046,2,一方,対立,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
734,950101046,3,拡張工事,原因,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
735,950101046,4,植え,パレスチナ,土地,苗木,INTRA_Z,INTRA_Z,INTRA_Z,,,,,,,,,,パレスチナ,,土地,INTRA_Z,,DIRECT
736,950101046,4,抗議,パレスチナ,拡張工事,,DIRECT,INTER_Z,NONE,,,,,,,,,,パレスチナ,,,DIRECT,,
737,950101046,5,なぎ倒し,入植者たち,,オリーブ,INTRA_Z,NONE,DIRECT,,,,,,,,,,たち,,,INTRA_Z,,
738,950101046,5,逮捕さ,exog,,パレスチナ,INTER_Z,NONE,INTRA_Z,,,,,,,,,,たち,,,DIRECT,,
739,950101048,1,発表し,金泳三大統領,,辞,INTRA_Z,NONE,DIRECT,*PRO*,辞,,*PRO*,辞,,*PRO*,辞,,大統領,,,INTRA_Z,,
740,950101048,1,冷却化し,南,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
741,950101048,1,訴え,金泳三大統領,,改善,INTRA_Z,NONE,INTRA_Z,金泳三大統領,改善,,金泳三大統領,改善,,金泳三大統領,改善,,大統領,,,DIRECT,,
742,950101048,2,あたること,一九九五年,解放五十年,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
743,950101048,2,指摘,金大統領,,あたる,DIRECT,NONE,INTRA_Z,金大統領,こと,,金大統領,こと,,,,,大統領,,,DIRECT,,
744,950101048,3,迎え,韓国,,記念年,INTER_Z,NONE,DIRECT,*PRO*,記念年,,*PRO*,記念年,,*PRO*,記念年,,大統領,,,INTER_Z,,
745,950101048,3,必要,世界化,,,INTRA_Z,NONE,NONE,*pro*,世界化,,世界化,,,世界化,,,化,,,DIRECT,,
746,950101048,3,強調し,金大統領,,,INTER_Z,NONE,NONE,*PRO*,,,*PRO*,,,*PRO*,,,大統領,,,INTER_Z,,
747,950101048,3,新しい,時代,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
748,950101048,3,開か,南,,時代,INTRA_Z,NONE,DIRECT,南北,時代,,南北,時代,,南北,時代,,南北,,,DIRECT,,
749,950101048,3,呼びかけ,金大統領,,実現,INTER_Z,NONE,INTRA_Z,*pro*,実現,,*pro*,実現,,*pro*,実現,,,,,,,
750,950101048,4,発表するの,故金主席,,辞,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
751,950101048,4,恒例,発表する,,,DIRECT,NONE,NONE,,,,,,,,,,の,,,DIRECT,,
752,950101048,5,行うか,朝鮮民主主義人民共和国,,発表する,INTER_Z,NONE,INTER_Z,,,,,,,,,,,,,,,
753,950101048,5,注目さ,exog,,行う,INTER_Z,NONE,DIRECT,,形,,,形,,形,,,,,,,,
754,950101048,5,送り,中央テレビ,ＮＨＫ,ニュース映像,INTRA_Z,INTRA_Z,DIRECT,*PRO*,ニュース映像,,*PRO*,ニュース映像,,*PRO*,ニュース映像,,朝鮮民主主義人民共和国,,,INTER_Z,,
755,950101048,5,確保し,ＮＨＫ,,衛星回線,INTRA_Z,NONE,INTRA_Z,*pro*,衛星回線,,*pro*,衛星回線,,*pro*,衛星回線,,朝鮮民主主義人民共和国,,,INTER_Z,,
756,950101048,5,連絡,中央テレビ,,,DIRECT,NONE,NONE,中央テレビ,,,中央テレビ,,,,,,テレビ,,ＮＨＫ,DIRECT,,DIRECT
757,950101048,6,現し,金正日書記,場,姿,INTRA_Z,INTRA_Z,INTRA_Z,*T*,姿,場,*T*,姿,場,*T*,姿,場,,,場,,,DIRECT
758,950101048,6,印象付ける,金正日書記,内外,姿,INTRA_Z,DIRECT,DIRECT,*PRO*,姿,内外,*PRO*,姿,内外,,,,,,,,,
759,950101048,6,登場する,金正日書記,,,DIRECT,NONE,NONE,金正日書記,,,ない金正日書記,,,*pro*,,内外,書記,,,DIRECT,,
760,950101048,6,強い,可能性,,,DIRECT,NONE,NONE,可能性,,,可能性,,,可能性,姿,,性,,,DIRECT,,
761,950101048,6,示し,外交安保関係者,,見方,INTRA_Z,NONE,INTRA_Z,外交安保関係者,見方,,外交安保関係者,見方,,ない金正日書記,見方,,者,,,DIRECT,,
762,950101048,7,発表する,本人,,辞,DIRECT,NONE,DIRECT,本人,辞,,本人,辞,,本人,辞,,,,,,,
763,950101048,7,代読する,幹部ら,,,INTRA_Z,NONE,NONE,幹部ら,*pro*,,幹部ら,,,幹部ら,,,,,,,,
764,950101048,7,多い,指摘,,,DIRECT,NONE,NONE,指摘,,,辞,,,辞,,,,,,,,
765,950101050,1,監視し,世界貿易機関,,自由貿易体制,INTRA_Z,NONE,DIRECT,,貿易体制,,*PRO*,貿易体制,,*PRO*,自由貿易体制,,,,,,,
766,950101050,1,目指す,世界貿易機関,,発展,INTRA_Z,NONE,DIRECT,*T*,発展,,*T*,発展,,*T*,発展,,機関,,,INTRA_Z,,
767,950101050,1,スタートする,世界貿易機関,,,INTRA_Z,NONE,NONE,世界貿易機関,,,世界貿易機関,,,国際機関「世界貿易機関」,,,機関,,,DIRECT,,
768,950101050,2,除外さ,exog,,新分野,INTER_Z,NONE,INTRA_Z,,*T*,関税貿易一般協定体制下,,*T*,関税貿易一般協定体制下,*T*,,関税貿易一般協定体制下,,,,,,
769,950101050,2,監視する,世界貿易機関,,貿易全体,INTER_Z,NONE,INTRA_Z,*pro*,貿易,下,*pro*,貿易,下,*pro*,貿易全体,下,,,下,,,DIRECT
770,950101050,3,強化さ,世界貿易機関,,紛争処理機能,INTER_Z,NONE,INTRA_Z,,*T*,,,*T*,,*T*,,,,,,,,
771,950101050,3,備え,新組織,,紛争処理機能,INTRA_Z,NONE,INTRA_Z,*T*,紛争処理機能,,*T*,紛争処理機能,,*T*,紛争処理機能,,,,,,,
772,950101050,3,生まれ変わる,ガット,,,INTER_Z,NONE,NONE,*PRO*,,,*PRO*,,,*PRO*,,,貿易,,組織,INTRA_Z,,DIRECT
773,950101050,3,向け,exog,二十一世紀,,INTER_Z,INTRA_Z,NONE,*PRO*,,世紀,*PRO*,,世紀,世界貿易,,世紀,貿易,,,INTRA_Z,,
774,950101050,3,新た,時代,,,INTRA_Z,NONE,NONE,,,,,,,,,,貿易,,,INTRA_Z,,
775,950101050,3,入る,世界貿易,時代,,DIRECT,DIRECT,NONE,世界貿易,,時代,世界貿易,,時代,*pro*,,時代,貿易,,時代,DIRECT,,DIRECT
776,950101050,4,提供する,ＷＴＯ,,基礎,INTRA_Z,NONE,DIRECT,*T*,基礎,,*T*,基礎,,ＷＴＯ,基礎,,ＷＴＯ,,,INTRA_Z,,
777,950101050,4,もの,ＷＴＯ,,,DIRECT,NONE,NONE,,,,,,,,,,ＷＴＯ,,,DIRECT,,
778,950101050,4,引き継ぎ,ＷＴＯ,,信頼感,INTRA_Z,NONE,DIRECT,,,,,,,,,,ＷＴＯ,,,INTRA_Z,,
779,950101050,4,機能する,貿易システム,,,INTRA_Z,NONE,NONE,,,,,,,,,,ＷＴＯ,,,INTRA_Z,,
780,950101050,4,打ち立て,ＷＴＯ,,貿易システム,INTRA_Z,NONE,DIRECT,,,,,,,,,,ＷＴＯ,,,INTRA_Z,,
781,950101050,5,つけ替え,ＷＴＯ,,プレート,INTER_Z,NONE,DIRECT,,,,,,,*PRO*,プレート,,,,,,,
782,950101050,5,強調し,サザーランド事務局長,,歴史的一瞬,DIRECT,NONE,INTRA_Z,サザーランド事務局長,一瞬,,サザーランド事務局長,一瞬,,サザーランド事務局長,歴史的一瞬,,局長,,,DIRECT,,
783,950101050,6,提出,八十カ国,,ＷＴＯ,INTRA_Z,NONE,INTRA_Z,*PRO*,ＷＴＯ協定受諾書,,*PRO*,ＷＴＯ協定受諾書,,カ国,ＷＴＯ協定受諾書,日,カ国,,,DIRECT,,
784,950101050,6,完了,八十カ国,,ＷＴＯ,INTRA_Z,NONE,DIRECT,カ国,ＷＴＯ加盟作業,日,カ国,ＷＴＯ加盟作業,日,,,,,,,,,
785,950101050,7,提出し,九カ国,,受諾書,INTRA_Z,NONE,INTRA_Z,カ国,受諾書,,カ国,受諾書,,*pro*,受諾書,,カ国,,,DIRECT,,
786,950101050,7,終え,九カ国,,国内手続き,INTRA_Z,NONE,INTRA_Z,*pro*,国内手続き,,*PRO*,国内手続き,,ない,国内手続き,,カ国,,,INTRA_Z,,
787,950101050,8,立候補,三人,初代事務局長,,INTRA_Z,DIRECT,NONE,人,,,人,,,,,,人,,局長,DIRECT,,DIRECT
788,950101050,9,務め,サザーランド氏,,暫定事務局長,INTRA_Z,NONE,DIRECT,*PRO*,暫定事務局長,,*PRO*,暫定事務局長,,*PRO*,暫定事務局長,,氏,,,DIRECT,,
789,950101050,9,目指し,ＷＴＯ協定受諾書,,決着,INTER_Z,NONE,INTRA_Z,サザーランド氏,決着,,サザーランド氏,決着,,サザーランド氏,決着,,氏,,,INTRA_Z,,
790,950101052,1,三八三四・四四ドル,ダウ工業株三十種平均,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
791,950101052,1,終了し,ニューヨーク,,取引,INTRA_Z,NONE,DIRECT,*pro*,取引,,*pro*,取引,,種平均,取引,ドル,平均,,,DIRECT,,
792,950101052,2,割り込ん,同平均,,三七〇〇ドル,INTRA_Z,NONE,INTRA_Z,同平均,ドル,,同平均,ドル,,同平均,ドル,,平均,,,DIRECT,,
793,950101052,3,持ち直し,同平均,,,INTER_Z,NONE,NONE,*PRO*,,,*PRO*,,,*PRO*,,,株価,,,INTRA_Z,,
794,950101052,3,反映,同平均,,落ち着き,INTER_Z,NONE,DIRECT,*PRO*,落ち着き,,*PRO*,落ち着き,,,,,株価,,,INTRA_Z,,
795,950101052,3,推移し,株価,,,INTRA_Z,NONE,NONE,株価,,,株価,,,株価,落ち着き,,株価,,,DIRECT,,
